poster_id,posted,date,time,state_code,city_id,duration,summary,img_url,lat,lng
28,07/12/22,02/12/22,20:20:00,LA,41,5 mins of hovering,"I was coming over the over pass heading west , ass I look to the northwest ride over a tree line I see 3 light the middle the brightest",https://picsum.photos/512,32.4653,-93.7955
7,06/12/22,02/12/22,13:15:00,SC,235,Maybe 30 seconds,I was laying in bed looking out the window partly cloudy day and started taking pictures towards sun when I saw the bright orange color,https://picsum.photos/512,35.1125,-81.2202
1,06/12/22,02/12/22,07:34:00,FL,236,3 minutes,Portal type opening in the sky,https://picsum.photos/512,27.5251,-82.5749
73,02/12/22,01/12/22,18:30:00,GA,109,2 nights,"Extremely large craft near Jupiter for at least 2 nights, caught on phone camera & saw other reports of this UFO on facebook",https://picsum.photos/512,32.0286,-81.1821
17,02/12/22,01/12/22,18:10:00,OH,237,5 minutes,Bright spherical object moving linear west to east at 20 thousand feet high.,https://picsum.photos/512,41.5243,-84.7309
31,04/12/22,01/12/22,06:20:00,IN,238,2 to 3 minutes,Bright object was seen arriving and silently hovering over neighbor's home before moving behind our house and lighting up a window.,https://picsum.photos/512,38.427,-85.6677
62,30/11/22,29/11/22,20:20:00,NC,239,20 seconds,Something just slowly flew over the homes around 8:20pm with 8 inch red lights running along the bottom of it. No sound.,https://picsum.photos/512,34.0396,-77.8966
56,02/12/22,29/11/22,06:00:00,NH,240,Few seconds,While running in the early morning I saw these objects in the sky in my neighborhood.,https://picsum.photos/512,43.058,-70.7826
68,03/12/22,26/11/22,22:55:00,PA,241,15 mins,Hovering craft,https://picsum.photos/512,40.1775,-75.1055
40,25/11/22,24/11/22,20:34:00,MT,242,20 minutes,Aspirin shaped craft,https://picsum.photos/512,45.8995,-108.3054
60,27/11/22,23/11/22,20:12:00,IL,243,10 minutes max,"Gazing out South SW we saw 3 changing objects. Diamond, cylinder, tic tac, house shape, w blue, yellow, orange. They bounced around.",https://picsum.photos/512,40.5217,-88.9884
60,25/11/22,23/11/22,19:15:00,IL,243,10 minutes,"I saw and recorded changing UAP, shapes and changing colors, it ping ponged around the sky, I have crazy screenshots of my 8 min video",https://picsum.photos/512,40.5217,-88.9884
74,26/11/22,23/11/22,11:27:00,OH,244,40 seconds,"UFO displaying advanced camouflage, it showed an outline of itself when it went over power lines, it seemed to reflect light around",https://picsum.photos/512,41.378,-81.6385
71,28/11/22,23/11/22,02:45:00,AZ,245,Over an hour.,Spotted object in the eastern sky when letting my dog out.,https://picsum.photos/512,31.6308,-110.3421
75,24/11/22,22/11/22,08:50:00,MN,246,1-2 minutes,Orangish zigzag diamond shaped thing,https://picsum.photos/512,45.0155,-93.1545
60,24/11/22,21/11/22,20:30:00,IL,247,about 8 or 9 minutes,hovering & meandering object 2 red sequential blinking lights and solid greenish lights flew overhead then W/NW over forest over a mile,https://picsum.photos/512,41.4723,-87.6176
67,20/11/22,20/11/22,18:50:00,TX,248,3-5 seconds,Light passed over car on access road and disappeared,https://picsum.photos/512,29.4632,-98.5238
69,19/11/22,19/11/22,21:40:00,CA,249,10 minutes,Strange light flashing red also possibly blue or green,https://picsum.photos/512,34.8691,-120.4222
75,20/11/22,19/11/22,21:36:00,MN,250,2-3 minutes,Noted ufo when driving,https://picsum.photos/512,44.9842,-93.0247
62,24/11/22,19/11/22,19:36:00,NC,251,"About 1 min, took pic.","Circle shaped, lights (different colors) around, dark gray color, very large size, humming sounds as slow passing. Another person w",https://picsum.photos/512,36.1029,-80.261
76,20/11/22,18/11/22,19:14:00,WI,252,3-5 seconds,"almost satellite/telescope shaped but was either very large or very close. flew soundlessly and smoothly, rotated as it went",https://picsum.photos/512,43.006,-89.7316
69,21/11/22,18/11/22,02:00:00,CA,253,Unknown,Flashing moving object,https://picsum.photos/512,33.3693,-117.2259
72,24/11/22,18/11/22,00:14:00,WA,254,2hr,Light,https://picsum.photos/512,47.5952,-120.6628
34,17/11/22,17/11/22,22:02:00,AL,255,45 seconds,Strange gray object that seemed like a formation of many objects that changed shape as it moved,https://picsum.photos/512,33.4518,-86.7437
1,24/11/22,17/11/22,07:24:00,FL,256,Unknown,Saw a ufo in a pic I took after the fact,https://picsum.photos/512,29.0927,-80.9472
53,20/11/22,16/11/22,20:34:00,NM,257,Hours,Lights hovering parallel to the ground along a fence and off the cliff,https://picsum.photos/512,36.2017,-106.3238
71,17/11/22,16/11/22,13:32:00,AZ,258,10 seconds,"A bright silver cigar shaped object was floating, completely motionless in the sky and then disappeared in about 10 seconds",https://picsum.photos/512,33.6872,-111.8651
77,17/11/22,15/11/22,22:30:00,WA,259,Every night I believe,I have pictures sent from a ufo showing its ship,https://picsum.photos/512,47.7564,-122.3426
56,18/11/22,15/11/22,14:44:00,NH,260,Over 30 minutes,It looked exactly like a black number 9 flying and swirling in the sky,https://picsum.photos/512,42.9848,-71.4447
54,18/11/22,15/11/22,00:37:00,WV,261,Approximately 15 minutes,"Bright light straight across small rd, no houses or other lights",https://picsum.photos/512,38.4327,-81.4771
68,21/11/22,14/11/22,16:40:00,PA,262,About 5 minutes still.,I was driving seen 5 lights in sky not moving. got out of car took pictures.,https://picsum.photos/512,40.0077,-75.1339
31,19/11/22,13/11/22,18:02:00,IN,263,In a photo I took of city,Took a photo of city skyline and noticed it after I took the photos.,https://picsum.photos/512,41.0888,-85.1436
12,15/11/22,12/11/22,21:40:00,ID,264,30 Seconds,Dark Triangle with Large Round White Circles at Corners,https://picsum.photos/512,47.704,-116.7936
78,19/11/22,12/11/22,16:00:00,NJ,265,A second,Object seen in sky.. ((NUFORC Note: Lens flare. PD)),https://picsum.photos/512,40.8791,-74.1085
50,12/11/22,12/11/22,00:08:00,KS,160,1 minute,"Flying west to east, very fast, close lights in shape of a wide V. then disappeared, then a few seconds later another set, loose wide V",https://picsum.photos/512,38.9597,-95.2642
28,13/11/22,11/11/22,20:04:00,LA,266,5 seconds or so,Crafts in sky,https://picsum.photos/512,30.3151,-90.9571
69,13/11/22,11/11/22,16:00:00,CA,267,5 min,Partial Rainbow lighting.,https://picsum.photos/512,33.9381,-117.3949
58,12/11/22,10/11/22,21:00:00,OR,268,Ongoing,Light making a random circular path in 2-D then changing into a 3-D globe that changed colors and was stationary. Later saw 2 more.,https://picsum.photos/512,45.0028,-123.0243
54,16/11/22,09/11/22,22:40:00,WV,269,10 minutes,I have pictures,https://picsum.photos/512,40.406,-80.5671
31,12/11/22,09/11/22,19:28:00,IN,270,20 minutes,Looked like fire in the sky. Objects moving too slow to meteor or comment. Kept disappearing and reappearing every 5 or so minutes.,https://picsum.photos/512,39.4948,-86.0544
79,11/11/22,09/11/22,17:30:00,NM,230,4 minutes,"Taking sunset pictures, noticed a weird ""cloud""",https://picsum.photos/512,35.1054,-106.6465
65,10/11/22,09/11/22,05:20:00,CO,271,Unknown,My buddy suggested we go outside to watch a lunar eclipse when approx at 5:20am we sighted 4 what we thought were stars,https://picsum.photos/512,40.4166,-105.0623
65,09/11/22,08/11/22,21:45:00,CO,201,Unknown,"We were taking pictures that night of a spectacular (see pics) Lunar Corona of the Full Moon, when later I noticed the UFO in our pics.",https://picsum.photos/512,38.8674,-104.7605
74,12/11/22,08/11/22,17:23:00,OH,272,2 min,I saw 3 stationary lights in a very clear sky which then disappeared one by one and reappeared in a different formation further south,https://picsum.photos/512,40.7656,-82.5275
73,14/11/22,08/11/22,05:28:00,GA,139,during the eclipse,object was next to the moon during the eclipse,https://picsum.photos/512,34.2063,-84.1339
57,09/11/22,07/11/22,22:20:00,MO,273,Approximately 30 minutes,"As I was driving to Springfield from Everton. Heading down FF highway, I saw Two big lit up objects",https://picsum.photos/512,37.3429,-93.7023
67,11/11/22,07/11/22,17:45:00,TX,274,In photo,I didnt actually see the UFO. There were some beautiful cloud formations and decided to take a couple of photos of the clouds. When I,https://picsum.photos/512,30.3005,-97.7522
62,11/11/22,06/11/22,18:45:00,NC,275,30 min to an hour,Green circles flying in a circle,https://picsum.photos/512,36.0926,-79.3615
34,08/11/22,06/11/22,11:59:00,AL,276,1 to 2 hours or more,See them daily. Coming close to me now. Saw alien creatures recently. Seen day and night.,https://picsum.photos/512,30.5209,-87.8813
1,05/11/22,05/11/22,20:50:00,FL,277,5 seconds or so,rocket like object appeared in night sky and then red and white light was emitted around the object in a slim parabola shape,https://picsum.photos/512,28.2409,-82.1797
50,11/11/22,05/11/22,08:08:00,KS,278,2 minutes,White tick-tack shaped object in the sky,https://picsum.photos/512,39.1915,-96.4185
75,09/11/22,04/11/22,21:25:00,MN,279,30 seconds...many times,Seriously go outside right now!,https://picsum.photos/512,45.0681,-93.3162
62,07/11/22,04/11/22,21:00:00,NC,280,"Nighttime, before 10pm es","Saw the alien clearly as it passed by moon, then saw a pair of mans legs sticking out behind the alien",https://picsum.photos/512,35.3642,-81.9613
69,06/11/22,04/11/22,09:45:00,CA,281,About 10 minutes,"Witnessed large, spherical object, flat on bottom, travel from East to West, then North. Object may have split up (up to 10 objects?).",https://picsum.photos/512,37.5265,-121.9843
80,10/11/22,03/11/22,21:22:00,OH,282,Unknown,"Round with several others, so bright you couldn't stare at it.",https://picsum.photos/512,39.6049,-82.8235
79,06/11/22,03/11/22,18:32:00,NM,166,5mins,"Saw an oval shape w/ bright lights floating approx 40,000feet in the air. It faded away in an unnatural way. Got some pictures",https://picsum.photos/512,35.2873,-106.6982
81,06/11/22,03/11/22,12:23:00,PA,283,2 minutes,"large matte gray stationary object rectangular, then changed shape to shiny triangular object",https://picsum.photos/512,40.4262,-79.7605
77,04/11/22,02/11/22,20:30:00,WA,232,1 sec -3 mins,"Basically more than one sentence needed to explain, I will do my best to summarize below.",https://picsum.photos/512,47.9525,-122.1669
82,09/11/22,02/11/22,17:28:00,ME,284,41 minute,Two portal looking objects opened in sky 3 craft traveled between them,https://picsum.photos/512,43.631,-70.2895
77,04/11/22,01/11/22,23:45:00,WA,132,Less than a minute,"Saw a tight, open bowl shaped formation of small round dots of light move quickly across the sky.",https://picsum.photos/512,48.7548,-122.469
1,01/11/22,30/10/22,22:45:00,FL,285,5-10 minutes,The light hovered silently in the sky. After 5 or 10 minutes the object shot up in the sky with a bright light that resembled welding.,https://picsum.photos/512,30.1995,-85.6003
65,03/11/22,30/10/22,22:35:00,CO,286,13 mins,Oval shaped object very high moving W to E. Both my Wife and I observed it with the naked eye and binoculars. Definetly not an aircraft,https://picsum.photos/512,39.832,-105.151
69,03/11/22,30/10/22,17:30:00,CA,287,30 minutes,"Observed a object that changed from a square and ended as a cone. It was white and gold, reflected the sun as it was in daylight.",https://picsum.photos/512,38.5677,-121.4685
41,30/10/22,30/10/22,15:58:00,IA,288,Unknown,"3 digital pics of 2 conjoined dark cloud circles with illuminated crown of blue/white light in sky at 4 pm on Sun, 30 Oct 2022.",https://picsum.photos/512,42.1848,-91.7798
41,02/11/22,30/10/22,06:00:00,IA,289,20 minutes,Saw this on my walk,https://picsum.photos/512,43.1487,-93.1997
62,03/11/22,30/10/22,02:13:00,NC,290,one hour,swaying object in sky,https://picsum.photos/512,35.386,-78.5437
1,04/11/22,30/10/22,02:00:00,FL,1,Seconds,Photo taken while driving at night,https://picsum.photos/512,27.9945,-82.4447
81,04/11/22,29/10/22,18:38:00,PA,291,1 minute,Four orange lights hovering and then disappeared,https://picsum.photos/512,40.042,-76.3012
8,29/10/22,29/10/22,13:39:00,KY,292,Maybe 2 minutes,"Two pyramid shaped objects appear to be made of highly polished metal, flying in tandem.",https://picsum.photos/512,38.9899,-84.6471
65,30/10/22,27/10/22,19:20:00,CO,293,30-60 second s,I stepped out of my hotel room and this enormous light I would say the size of a full moon was lighting up the . I was able to take a p,https://picsum.photos/512,37.3503,-108.5768
57,02/11/22,27/10/22,18:43:00,MO,294,2 minutes,Observed a bright white object on our deer hunting camera. No lights should be there. Possibly over pond or on pond damn,https://picsum.photos/512,39.7433,-94.0027
71,01/11/22,27/10/22,18:21:00,AZ,295,About a minute,4 objects in close association with a Falcon 9 rocket that do not look like Star Link satellites. ((NUFORC Note: Seagulls?? PD)),https://picsum.photos/512,32.8335,-109.6964
71,31/10/22,27/10/22,18:20:00,AZ,296,3-4 minutes going south,It looked like a missile or space junk burning up and going south.,https://picsum.photos/512,32.1541,-110.8787
71,02/11/22,27/10/22,18:20:00,AZ,297,5 to 10 minutes,Last seen heading south. ((NUFORC Note: Rocket launch?? PD)),https://picsum.photos/512,31.563,-110.3153
71,02/11/22,27/10/22,18:18:00,AZ,298,10 minutes,"Cone shapped, extremely bright white lighted opject moving SE with a contrail",https://picsum.photos/512,31.3602,-109.5394
81,01/11/22,27/10/22,11:46:00,PA,299,About 30 seconds,"Bright white dot or orb over State College, PA",https://picsum.photos/512,40.7909,-77.8567
1,27/10/22,26/10/22,14:35:00,FL,172,7 minutes,"I thought it was a flock of birds, but it disappeared and then reappeared",https://picsum.photos/512,30.4127,-86.6588
83,30/10/22,26/10/22,05:59:00,NV,300,Until sunrise,Lights appearing southbound from Lake Mead Blvd,https://picsum.photos/512,36.0133,-115.0381
80,28/10/22,26/10/22,03:30:00,OH,301,"6 minutes, approximate",Heard the sound outside. Picture of something in the window. Missing time.,https://picsum.photos/512,39.4241,-81.4465
21,01/11/22,25/10/22,22:10:00,TN,302,10 minutes,A grouping of lights in a triangular pattern moving through the sky,https://picsum.photos/512,35.1087,-89.9663
61,31/10/22,25/10/22,02:00:00,MI,303,Minutes,((NUFORC Note: HOAX?? PD)) Very light white ufos showing out of no where& Blue Alien,https://picsum.photos/512,42.8218,-83.2563
50,25/10/22,25/10/22,01:47:00,KS,215,1m 52sec,Seen a bright perfectly circular pulsating object in the sky disappearing and reappearing,https://picsum.photos/512,39.0158,-94.8076
1,27/10/22,24/10/22,21:24:00,FL,63,30sec to 1min,White glowing orb. Moves quickly and does dark. Not visible,https://picsum.photos/512,25.784,-80.2101
84,30/10/22,24/10/22,19:23:00,CA,304,About 4 -5 seconds,Looked up saw oval object appear on fire fell from the sky downward into the mountain area north of Duncan cyn & 15 fwy,https://picsum.photos/512,34.0968,-117.4599
80,24/10/22,24/10/22,07:00:00,OH,305,3 minutes,I was taking time lapses of sunrise when I notice a bright light come out of one cloud and float to another,https://picsum.photos/512,39.1413,-84.506
84,31/10/22,24/10/22,02:02:00,CA,212,2 hours -8 hours,Yellow orange color changing shape changing object.,https://picsum.photos/512,35.3529,-119.0359
7,24/10/22,23/10/22,22:30:00,SC,39,5-8 Minutes,I was burned by UFO after jokingly trying to communicate with 1 of several crafts that were flying in the sky.,https://picsum.photos/512,33.989,-81.2202
80,29/10/22,23/10/22,20:30:00,OH,306,I filmed for 3 1/2 minute,"I filmed the object for 3 1/2 minutes, until it went straight up, and disappeared.",https://picsum.photos/512,40.3854,-82.4737
85,25/10/22,23/10/22,12:27:00,AZ,307,Unknown,"Odd object just North of Tonto Basin, AZ",https://picsum.photos/512,33.837,-111.2999
67,26/10/22,22/10/22,19:30:00,TX,308,15 seconds,Green and white lights in the sky in a dark neighborhood.,https://picsum.photos/512,32.6998,-97.125
86,23/10/22,22/10/22,09:20:00,SC,309,A few minutes,"We could see a bright cylinder shaped object through the trees, a minute after this a jet could be seen flying over...",https://picsum.photos/512,34.3675,-80.0829
60,22/10/22,22/10/22,07:51:00,IL,310,3min,Early morning sighting,https://picsum.photos/512,42.0142,-89.8885
87,27/10/22,21/10/22,13:12:00,NM,311,10 - 15 min,Objects appears to just pop in sight. They move slowly eastward and seem to tilt so that the sun reflects back and forth.,https://picsum.photos/512,36.3871,-105.5803
1,23/10/22,20/10/22,20:22:00,FL,312,5 minutes,"Cigar shaped craft no sound, bright, nothing carrying it, began to move when I started filming and faded out into thin air",https://picsum.photos/512,30.3322,-81.6749
67,22/10/22,20/10/22,19:23:00,TX,313,2 minutes,A 3D CD object,https://picsum.photos/512,29.7905,-95.8353
88,25/10/22,20/10/22,19:22:00,LA,314,8 minutes,Formation of lights moving slowly,https://picsum.photos/512,30.3751,-90.0904
18,23/10/22,20/10/22,13:25:00,MS,315,15 mins,"Brightest silver cigar shape, covered & moved slowly, no blinking lights.",https://picsum.photos/512,34.6643,-88.5684
80,22/10/22,20/10/22,02:12:00,OH,316,10 min,This is our second time seeing this bright light,https://picsum.photos/512,41.6638,-83.5827
76,25/10/22,18/10/22,12:53:00,WI,317,Very brief,Accidentally photographed a UFO when I was taking pictures of the waves,https://picsum.photos/512,43.7403,-87.7316
89,23/10/22,18/10/22,07:25:00,CA,318,5 minutes,"Line of 10 black, round objects (each approximately the size of a car) ascending quickly from the ocean to the clouds",https://picsum.photos/512,33.7554,-118.3634
12,19/10/22,18/10/22,05:14:00,ID,319,Less than 5 minutes,"Saw three bright lights hovering over an open field. Thought they were aircraft at first, but didn't move. Eventually faded/disappeared",https://picsum.photos/512,47.768,-116.804
77,17/10/22,17/10/22,21:58:00,WA,320,About 5 minutes,This is the second time Ive seen this bright orange dot in the sky.. ((NUFORC Note: Lens flars. PD)),https://picsum.photos/512,47.6211,-122.3244
1,20/10/22,17/10/22,20:30:00,FL,321,10 minutes,"Bright Multi color lights Huge and Hovering, moving slow, then darted to south quickly out of view",https://picsum.photos/512,27.979,-82.7623
85,21/10/22,17/10/22,19:30:00,AZ,322,15 minutes,3 lights slowly moving south,https://picsum.photos/512,33.3873,-112.3235
90,17/10/22,17/10/22,15:00:00,KS,215,5 minutes,Object woth vapor trail descending for 5 mins woth 2 jets nearby. Wife & I have pics.,https://picsum.photos/512,39.0158,-94.8076
46,22/10/22,16/10/22,20:20:00,MA,323,Several minutes,I spotted what I thought was a star but it was moving.,https://picsum.photos/512,42.3188,-71.0852
78,17/10/22,16/10/22,18:30:00,NJ,324,On and off for an hour,Captured video of ZIG ZAGGING blinking stars moving sporadically,https://picsum.photos/512,40.9455,-74.0712
67,22/10/22,15/10/22,21:18:00,TX,32,Unknown,I originally thought it was a Satellite but the later I thought maybe it is possibly a UFO,https://picsum.photos/512,32.8583,-96.9702
91,16/10/22,15/10/22,20:35:00,NC,325,Only a few seconds.,I pulled up to the intersection at 8:35pm or so and spotted something in the sky for a few seconds then it disappeared.,https://picsum.photos/512,36.2769,-80.3566
92,15/10/22,15/10/22,14:33:00,RI,191,Not sure; less than 5 min,Cone shaped with tails appearing to be all white light. ((NUFORC Note: Contrail. PD)),https://picsum.photos/512,41.4801,-71.3203
40,16/10/22,15/10/22,13:44:00,MT,326,9 mins approximately,Silver metal boomerang shaped object that moved across the sky and changed shape.,https://picsum.photos/512,46.8751,-114.0214
77,18/10/22,15/10/22,12:52:00,WA,259,8/22/2022 TO 10/15/2022,"Mother Ship 1st appeared on 8/22/2022. It is a Huge, Bright, Low in the Star. It hovers out here for 4 hours minimum testing.",https://picsum.photos/512,47.7564,-122.3426
1,19/10/22,14/10/22,22:25:00,FL,327,10 minutes,Blue/Green/Yellow Light Orb emitted their own light-moved close to us for at least 5-10 min. (see video) ((NUFORC:: Lens flare. PD)),https://picsum.photos/512,26.7469,-80.132
93,21/10/22,14/10/22,19:41:00,MS,35,5 min,A separated line of star like images crossing like satellites one after the other with one turning north,https://picsum.photos/512,32.2778,-89.9896
94,15/10/22,14/10/22,16:49:00,OH,184,Picture,In a field,https://picsum.photos/512,40.5787,-81.0907
95,16/10/22,14/10/22,01:52:00,OR,328,5+ mins,"I was testing a camera app called hydra on my phone and shot three pictures, the first and third both had odd anomalies",https://picsum.photos/512,43.1802,-124.1841
33,19/10/22,12/10/22,18:50:00,AR,329,15,Shining Metallic Solid Orb,https://picsum.photos/512,36.317,-94.1531
86,14/10/22,12/10/22,06:00:00,SC,330,10 seconds,"It was there in a circle of clouds, odd cloud formation like an intense bright light",https://picsum.photos/512,34.7287,-82.2569
87,17/10/22,11/10/22,22:18:00,NM,96,5 Minutes,Blob of light slowly moving,https://picsum.photos/512,36.7555,-108.1823
96,16/10/22,10/10/22,04:00:00,PA,331,Approximately 60 mins,Seen during full moon. Eventually moved out of sight,https://picsum.photos/512,40.3317,-75.9703
97,14/10/22,07/10/22,20:15:00,WI,332,10 minutes,"Low steady, ambersih, lights flying in a very slow straight line. At a point, they would make a hard turn up and away.",https://picsum.photos/512,45.182,-89.6994
97,08/10/22,07/10/22,20:15:00,WI,333,Unknown,Took a picture of the moon and to the left noticed a blue sphere and a black tail,https://picsum.photos/512,45.0528,-87.2826
94,12/10/22,07/10/22,19:49:00,OH,334,5min,Triangle with red lights,https://picsum.photos/512,40.0809,-82.7848
8,12/10/22,06/10/22,20:00:00,KY,335,"2 acts: 1s 3-4 min, 2 unk","2 ufos, 2 different locations, 2 different people groups saw, same shapes, different sizes, different days, few miles apart in Lou. Ky",https://picsum.photos/512,38.1663,-85.6485
88,08/10/22,04/10/22,18:45:00,LA,336,About 3 minutes,"Brown, fast-moving object seen weaving through air.",https://picsum.photos/512,30.201,-93.2111
86,09/10/22,04/10/22,07:49:00,SC,337,Unknown,Taking photo of sunrise and noticed the strange object of light in the upper center of the picture.,https://picsum.photos/512,34.6837,-82.8124
61,03/10/22,03/10/22,22:00:00,MI,338,1-2 minutes,"Large Orb like Circle of light, no sound, no tails, High above tall trees moving east and over Little Platte Lake in straight line fast",https://picsum.photos/512,44.6666,-86.0201
78,03/10/22,02/10/22,19:43:00,NJ,339,1 min,Flying in sky like a row of lights than turning in mid air like a rotation than flipping upwards and zooming up,https://picsum.photos/512,39.9737,-74.569
34,01/10/22,01/10/22,18:40:00,AL,340,5 seconds,Object spotted on slow motion video.,https://picsum.photos/512,30.2764,-87.7017
98,02/10/22,30/09/22,20:36:00,IL,341,About 2 mins,They were little balls of bright orange light traveling signal file in a line,https://picsum.photos/512,38.6688,-88.4758
89,28/09/22,24/09/22,17:28:00,CA,342,3 minutes,"Lone orb hovering over baseball field, Second UAP caught",https://picsum.photos/512,32.8313,-117.1222
1,29/09/22,24/09/22,15:30:00,FL,343,not sure,I didn't see it until I looked at pictures ... I saw rainbow and strange opening in clouds so took pictures,https://picsum.photos/512,27.979,-82.7623
37,27/09/22,20/09/22,23:06:00,NE,79,From 11pm to 5am,"Watched 20 or more bright star like objects shapeshift, zig zag while looked at was night fishing. Saw them all night and many since",https://picsum.photos/512,40.8099,-96.6784
99,14/09/22,10/09/22,20:00:00,WA,344,3 minutes,Red orb photographed slowly moving west at about 300',https://picsum.photos/512,47.7104,-121.3584
100,30/08/22,26/08/22,21:45:00,CA,345,2 min 45 seconds video,An impressive spacecraft with smaller vessels landing on and departing from it.,https://picsum.photos/512,33.7977,-118.167
31,31/08/22,24/08/22,23:34:00,IN,346,5 minutes,"Was taking night time pictures of the illuminated sky over Crawfordsville, Indiana upon reviewing pictures notice multiple UFO's",https://picsum.photos/512,40.0428,-86.8976
70,24/07/22,22/07/22,21:19:00,NY,347,Unknown,Ufo sighting,https://picsum.photos/512,42.5625,-77.6968
101,25/07/22,20/07/22,16:50:00,AK,165,Its save in my computer,"We was looking out our window taking picture of the clouds because of the colors. Then this huge ufo appeared, You can see a wormhole",https://picsum.photos/512,61.1508,-149.1091
96,14/07/22,09/07/22,00:43:00,PA,348,15 mins,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,https://picsum.photos/512,40.4397,-79.9763
6,09/07/22,03/07/22,22:01:00,OK,349,Unknown,"It was almost triangle but it was not and it had yellow lights going down four sides, I have a picture",https://picsum.photos/512,35.4676,-97.5136
70,24/06/22,24/06/22,20:37:00,NY,350,14 seconds,I observed a shape shifting object fly at 70 feet off the ground . Started off as a 5 piece triangle morphed into spear like shape.,https://picsum.photos/512,40.8037,-73.1246
99,17/06/22,13/06/22,22:31:00,WA,351,2 minutes,"We were reviewing some photos taken couple months ago,",https://picsum.photos/512,47.6663,-122.6828
67,13/06/22,12/06/22,23:55:00,TX,352,3 minutes,I didnt know I even took pictures of it until. ((NUFORCNote: Lens flare. PD)),https://picsum.photos/512,30.2324,-95.1616
98,07/06/22,06/06/22,21:07:00,IL,353,3 minutes,Looked like they were in to enter a capsule,https://picsum.photos/512,41.6901,-88.1021
31,24/05/22,20/05/22,10:40:00,IN,354,5-10 seconds max,I sighted an unusual flying object passing by my home that is unexplained.,https://picsum.photos/512,41.6767,-86.2696
100,15/05/22,12/05/22,16:51:00,CA,355,16 seconds,UFO appears to consciously avoid being filmed from afar?,https://picsum.photos/512,37.9905,-122.5221
36,28/03/22,25/03/22,13:31:00,CT,356,1-2 minutes,I witnessed an egg shaped object flying across the sky.,https://picsum.photos/512,41.6812,-72.9407
32,20/03/22,15/03/22,20:53:00,UT,357,1 Minute 22 seconds,"3 lights in formation, odd movements",https://picsum.photos/512,40.4136,-111.8725
1,05/03/22,05/03/22,20:52:00,FL,358,15 seconds,3 pictures were taken one after the other while looking from our balcony towards the ocean.,https://picsum.photos/512,29.1995,-81.0982
102,29/01/22,29/01/22,18:20:00,IA,359,15 minutes,"Slow moving light across sky, that flickers and dissappears",https://picsum.photos/512,42.4622,-93.8168
67,01/02/22,25/01/22,19:47:00,TX,360,5 minutes,One ship and either a autonomous probe or two ships,https://picsum.photos/512,32.4475,-97.7702
103,31/12/21,31/12/21,23:00:00,TX,361,1 to 2 minutes,I got a picture of what is either 1 craft in triangle shape or 3 small ones forming a triangle,https://picsum.photos/512,29.3872,-95.2938
104,15/12/21,08/12/21,05:02:00,WA,362,5 minutes,"Observed a bright light coming towards us, which turned and hovered and then took off at lightening speed",https://picsum.photos/512,48.0746,-123.0945
96,16/11/21,12/11/21,19:45:00,PA,348,1 hour anf half,Watched a UFO land from my kitchen across the street entity showed up at the door,https://picsum.photos/512,40.4397,-79.9763
70,16/10/21,12/10/21,19:15:00,NY,363,3 minutes,Blinking or pulsating circular green light in the southern sky just below the Moon.,https://picsum.photos/512,40.9902,-73.7773
61,11/04/21,04/04/21,21:14:00,MI,246,45secs,Flying in the sky above the dumpster.,https://picsum.photos/512,42.5074,-82.9369
102,05/03/21,01/03/21,05:00:00,IA,364,Up to August 2022 & cont.,"Different types, shapes, formations outside & inside of home",https://picsum.photos/512,41.4195,-91.068
100,31/12/20,26/12/20,07:49:00,CA,365,24/7 signal progression,multiple real leo orbit satellites beaming property and individual< please come over with cameras its pinned on individual,https://picsum.photos/512,40.5035,-121.86
105,13/07/20,12/07/20,06:26:00,SC,153,11 minutes,Craft photographed in 2020 showing construction details in front of rising sun and 53 weeks later photograhed again showing details.,https://picsum.photos/512,33.8232,-78.7082
103,03/06/20,28/05/20,22:30:00,TX,155,10 to 15 minutes,Could of been one craft moving closer or a few in formation moving together.,https://picsum.photos/512,29.786,-95.3885
106,24/02/20,20/02/20,16:35:00,IN,366,God said end of times,God spoke to me and said end of times,https://picsum.photos/512,38.7369,-86.4755
1,10/05/19,04/05/19,02:51:00,FL,367,30sec,"Bright White Pentagon shaped lights , really high in the sky directly above me",https://picsum.photos/512,27.9631,-80.6593
107,13/10/18,06/10/18,23:30:00,TX,368,3-5 Minutes,"5 large perfectly circular white lights in a triangle shape, dark triangle silhouette behind lights, slow and close overhead no sound.",https://picsum.photos/512,30.0639,-96.6957
1,10/05/18,05/05/18,19:34:00,FL,61,3 minutes,There were two standing figures and then flew away.,https://picsum.photos/512,27.9193,-82.2293
1,31/03/17,28/03/17,16:37:00,FL,369,4 seconds,Observed traveling towards MacDill AFB in the Flight Path,https://picsum.photos/512,27.8213,-82.819
108,19/12/11,14/12/11,00:30:00,CO,370,A minute and 30 seconds,I was living with my uncle at the time I tried to let his dogs outside early morning smoking a cigarette and I looked up and spotted it,https://picsum.photos/512,40.1686,-105.1005
34,13/10/11,12/10/11,01:00:00,AL,371,6 seconds,Recorded by a security camera .,https://picsum.photos/512,30.6782,-88.1162
33,16/04/07,11/04/07,10:30:00,AR,372,5-10 minutes,"The object was metallic, large, cigar shaped with a bright gleam of light emanating from one end almost separate from the craft.",https://picsum.photos/512,35.2134,-94.2408
