posted,date,time,city,state,shape,duration,summary,images,img_link,lat,lng,population
12/22/22,11/07/22,17:23:00,Rockville,MD,Other,about a minute,"Saw this weird flying saucer looking thing, took some photos. It seemed to disappear after I filmed and photographed it for 30 seconds",Yes,https://nuforc.org/webreports/reports/172/S172871.html,39.0834,-77.1553,67095
12/22/22,11/06/22,18:45:00,Haw river,NC,Circle,30 min to an hour,Green circles flying in a circle,Yes,https://nuforc.org/webreports/reports/172/S172823.html,36.0926,-79.3615,2579
12/22/22,11/06/22,11:59:00,Fairhope,AL,Changing,1 to 2 hours or more,See them daily. Coming close to me now. Saw alien creatures recently. Seen day and night.,Yes,https://nuforc.org/webreports/reports/172/S172876.html,30.5209,-87.8813,21825
12/22/22,11/05/22,20:50:00,Zephyrhills,FL,Cigar,5 seconds or so,rocket like object appeared in night sky and then red and white light was emitted around the object in a slim parabola shape,Yes,https://nuforc.org/webreports/reports/172/S172839.html,28.2409,-82.1797,79795
12/22/22,11/05/22,08:08:00,St George,KS,Cylinder,2 minutes,White tick-tack shaped object in the sky,Yes,https://nuforc.org/webreports/reports/173/S173017.html,39.1915,-96.4185,1179
12/22/22,11/04/22,21:25:00,BROOKLYN CENTER,MN,Light,30 seconds...many times,Seriously go outside right now!,Yes,https://nuforc.org/webreports/reports/172/S172807.html,45.0681,-93.3162,33298
12/22/22,11/04/22,21:00:00,Rutherfordton,NC,Other,"Nighttime, before 10pm es","Saw the alien clearly as it passed by moon, then saw a pair of mans legs sticking out behind the alien",Yes,https://nuforc.org/webreports/reports/172/S172830.html,35.3642,-81.9613,3668
12/22/22,11/04/22,09:45:00,Fremont,CA,Sphere,About 10 minutes,"Witnessed large, spherical object, flat on bottom, travel from East to West, then North. Object may have split up (up to 10 objects?).",Yes,https://nuforc.org/webreports/reports/172/S172792.html,37.5265,-121.9843,231502
12/22/22,11/03/22,21:22:00,Stoutsville,OH,Circle,,"Round with several others, so bright you couldn't stare at it.",Yes,https://nuforc.org/webreports/reports/173/S173348.html,39.6049,-82.8235,630
12/22/22,11/03/22,18:32:00,Rio Rancho,NM,Oval,5mins,"Saw an oval shape w/ bright lights floating approx 40,000feet in the air. It faded away in an unnatural way. Got some pictures",Yes,https://nuforc.org/webreports/reports/173/S173481.html,35.2873,-106.6982,102403
12/22/22,11/03/22,12:23:00,Monroeville,PA,Changing,2 minutes,"large matte gray stationary object rectangular, then changed shape to shiny triangular object",Yes,https://nuforc.org/webreports/reports/172/S172785.html,40.4262,-79.7605,28607
12/22/22,11/02/22,20:30:00,Everett,WA,Changing,1 sec -3 mins,"Basically more than one sentence needed to explain, I will do my best to summarize below.",Yes,https://nuforc.org/webreports/reports/173/S173112.html,47.9525,-122.1669,110438
12/22/22,11/02/22,17:28:00,South Portland,ME,Other,41 minute,Two portal looking objects opened in sky 3 craft traveled between them,Yes,https://nuforc.org/webreports/reports/172/S172913.html,43.631,-70.2895,26428
12/22/22,11/01/22,23:45:00,Bellingham,WA,Circle,Less than a minute,"Saw a tight, open bowl shaped formation of small round dots of light move quickly across the sky.",Yes,https://nuforc.org/webreports/reports/173/S173281.html,48.7548,-122.469,129601
12/22/22,11/01/22,21:47:00,Inverness,FL,Oval,30 minutes,"Bright irregular, fast, moving light at great altitude.",Yes,https://nuforc.org/webreports/reports/173/S173192.html,28.8416,-82.3418,7423
12/22/22,10/31/22,02:49:00,McMinnville,OR,Light,Approximately one minute,Bright light changing shape and pulsing a little on front deck as captured by Nest camera.,Yes,https://nuforc.org/webreports/reports/172/S172682.html,45.211,-123.1918,34224
12/22/22,10/30/22,22:45:00,Panama city,FL,Light,5-10 minutes,The light hovered silently in the sky. After 5 or 10 minutes the object shot up in the sky with a bright light that resembled welding.,Yes,https://nuforc.org/webreports/reports/173/S173022.html,30.1995,-85.6003,149366
12/22/22,10/30/22,22:35:00,Arvada,CO,Oval,13 mins,Oval shaped object very high moving W to E. Both my Wife and I observed it with the naked eye and binoculars. Definetly not an aircraft,Yes,https://nuforc.org/webreports/reports/172/S172714.html,39.832,-105.151,122903
12/22/22,10/30/22,17:30:00,Sacramento,CA,Cone,30 minutes,"Observed a object that changed from a square and ended as a cone. It was white and gold, reflected the sun as it was in daylight.",Yes,https://nuforc.org/webreports/reports/172/S172790.html,38.5677,-121.4685,1924167
12/22/22,10/30/22,15:58:00,Center Point,IA,Other,Unknown,"3 digital pics of 2 conjoined dark cloud circles with illuminated crown of blue/white light in sky at 4 pm on Sun, 30 Oct 2022.",Yes,https://nuforc.org/webreports/reports/172/S172706.html,42.1848,-91.7798,2582
12/22/22,10/30/22,06:00:00,Mason City,IA,Unknown,20 minutes,Saw this on my walk,Yes,https://nuforc.org/webreports/reports/172/S172705.html,43.1487,-93.1997,27385
12/22/22,10/30/22,02:13:00,Benson,NC,Cylinder,one hour,swaying object in sky,Yes,https://nuforc.org/webreports/reports/172/S172719.html,35.386,-78.5437,3871
12/22/22,10/30/22,02:00:00,Tampa,FL,Disk,Seconds,Photo taken while driving at night,Yes,https://nuforc.org/webreports/reports/172/S172710.html,27.9945,-82.4447,2683956
12/22/22,10/29/22,18:38:00,Lancaster,PA,Triangle,1 minute,Four orange lights hovering and then disappeared,Yes,https://nuforc.org/webreports/reports/172/S172688.html,40.042,-76.3012,430621
12/22/22,10/29/22,13:39:00,Florence,KY,Triangle,Maybe 2 minutes,"Two pyramid shaped objects appear to be made of highly polished metal, flying in tandem.",Yes,https://nuforc.org/webreports/reports/172/S172723.html,38.9899,-84.6471,31699
12/22/22,10/28/22,17:05:00,Montgomery,OH,Changing,Over 1 hour,Beautiful day sitting in the hot tub Saw multiple objects moving in the sky. Have multiple videos.,Yes,https://nuforc.org/webreports/reports/173/S173397.html,39.2496,-84.3458,10796
12/22/22,10/27/22,19:20:00,Cortez,CO,Cylinder,30-60 second s,I stepped out of my hotel room and this enormous light I would say the size of a full moon was lighting up the . I was able to take a p,Yes,https://nuforc.org/webreports/reports/172/S172597.html,37.3503,-108.5768,8742
12/22/22,10/27/22,18:43:00,Hamilton,MO,Cylinder,2 minutes,Observed a bright white object on our deer hunting camera. No lights should be there. Possibly over pond or on pond damn,Yes,https://nuforc.org/webreports/reports/172/S172583.html,39.7433,-94.0027,1755
12/22/22,10/27/22,18:21:00,Safford,AZ,Other,About a minute,4 objects in close association with a Falcon 9 rocket that do not look like Star Link satellites. ((NUFORC Note: Seagulls?? PD)),Yes,https://nuforc.org/webreports/reports/173/S173130.html,32.8335,-109.6964,9981
12/22/22,10/27/22,18:20:00,Tucson,AZ,Unknown,3-4 minutes going south,It looked like a missile or space junk burning up and going south.,Yes,https://nuforc.org/webreports/reports/172/S172605.html,32.1541,-110.8787,875284
12/22/22,10/27/22,18:20:00,Sierra vista,AZ,Other,5 to 10 minutes,Last seen heading south. ((NUFORC Note: Rocket launch?? PD)),Yes,https://nuforc.org/webreports/reports/172/S172598.html,31.563,-110.3153,44944
12/22/22,10/27/22,18:18:00,Douglas,AZ,Cone,10 minutes,"Cone shapped, extremely bright white lighted opject moving SE with a contrail",Yes,https://nuforc.org/webreports/reports/172/S172596.html,31.3602,-109.5394,16470
12/22/22,10/27/22,11:46:00,State College,PA,Other,About 30 seconds,"Bright white dot or orb over State College, PA",Yes,https://nuforc.org/webreports/reports/172/S172613.html,40.7909,-77.8567,88526
12/22/22,10/27/22,02:00:00,Oxford,MI,Circle,1 hr,((HOAX)) UFO+Airplane+Bodies hanging off UFO. ((NUFORC Note: One of several hoaxed reports from same source. PD)),Yes,https://nuforc.org/webreports/reports/172/S172582.html,42.8218,-83.2563,3490
12/22/22,10/26/22,14:35:00,Mary Esther,FL,Changing,7 minutes,"I thought it was a flock of birds, but it disappeared and then reappeared",Yes,https://nuforc.org/webreports/reports/172/S172634.html,30.4127,-86.6588,3979
12/22/22,10/26/22,05:59:00,Henderson,NV,Oval,Until sunrise,Lights appearing southbound from Lake Mead Blvd,Yes,https://nuforc.org/webreports/reports/173/S173026.html,36.0133,-115.0381,311250
12/22/22,10/26/22,03:30:00,Marietta,OH,Other,"6 minutes, approximate",Heard the sound outside. Picture of something in the window. Missing time.,Yes,https://nuforc.org/webreports/reports/172/S172589.html,39.4241,-81.4465,13559
12/22/22,10/25/22,22:10:00,Memphis,TN,Changing,10 minutes,A grouping of lights in a triangular pattern moving through the sky,Yes,https://nuforc.org/webreports/reports/172/S172696.html,35.1087,-89.9663,1034498
12/22/22,10/25/22,20:11:00,Fairhope,AL,Rectangle,3 minutes,Large bright stationary object - then disappeared.,Yes,https://nuforc.org/webreports/reports/172/S172612.html,30.5209,-87.8813,21825
12/22/22,10/25/22,02:00:00,Oxford,MI,Unknown,Minutes,((NUFORC Note: HOAX?? PD)) Very light white ufos showing out of no where& Blue Alien,Yes,https://nuforc.org/webreports/reports/172/S172560.html,42.8218,-83.2563,3490
12/22/22,10/25/22,01:47:00,Shawnee,KS,Circle,1m 52sec,Seen a bright perfectly circular pulsating object in the sky disappearing and reappearing,Yes,https://nuforc.org/webreports/reports/172/S172590.html,39.0158,-94.8076,67021
12/22/22,10/25/22,01:00:00,Cape Coral,FL,Changing,Until 4:445 AM,Looking outside at the stars when I noticed one of the stars was flashing colors. I zoomed in on my phone and was able to see,Yes,https://nuforc.org/webreports/reports/172/S172559.html,26.6443,-81.9957,682773
12/22/22,10/24/22,21:24:00,Miami,FL,Orb,30sec to 1min,White glowing orb. Moves quickly and does dark. Not visible,Yes,https://nuforc.org/webreports/reports/172/S172567.html,25.784,-80.2101,5711945
12/22/22,10/24/22,19:23:00,Fontana,CA,Oval,About 4 -5 seconds,Looked up saw oval object appear on fire fell from the sky downward into the mountain area north of Duncan cyn & 15 fwy,Yes,https://nuforc.org/webreports/reports/172/S172564.html,34.0968,-117.4599,208087
12/22/22,10/24/22,07:00:00,Cincinnati,OH,Circle,3 minutes,I was taking time lapses of sunrise when I notice a bright light come out of one cloud and float to another,Yes,https://nuforc.org/webreports/reports/172/S172543.html,39.1413,-84.506,1712287
12/22/22,10/24/22,02:02:00,Bakersfield,CA,Changing,2 hours -8 hours,Yellow orange color changing shape changing object.,Yes,https://nuforc.org/webreports/reports/172/S172763.html,35.3529,-119.0359,590845
12/22/22,10/24/22,01:13:00,Morristown,TN,Light,,"Blinking and hovering light. Flashes green, red, and white. No sound.",Yes,https://nuforc.org/webreports/reports/172/S172606.html,36.2043,-83.3001,30387
12/22/22,10/23/22,22:30:00,Lexington,SC,Disk,5-8 Minutes,I was burned by UFO after jokingly trying to communicate with 1 of several crafts that were flying in the sky.,Yes,https://nuforc.org/webreports/reports/172/S172563.html,33.989,-81.2202,23068
12/22/22,10/23/22,20:30:00,Mount Vernon,OH,Triangle,I filmed for 3 1/2 minute,"I filmed the object for 3 1/2 minutes, until it went straight up, and disappeared.",Yes,https://nuforc.org/webreports/reports/172/S172549.html,40.3854,-82.4737,16885
12/22/22,10/23/22,14:30:00,Essex Junction,VT,Other,1.04 Seconds,Was flying my FPV drone and this object passes in front of me.,Yes,https://nuforc.org/webreports/reports/172/S172607.html,44.4902,-73.1141,10473
12/22/22,10/23/22,12:27:00,Tonto Basin,AZ,Other,Unknown,"Odd object just North of Tonto Basin, AZ",Yes,https://nuforc.org/webreports/reports/172/S172394.html,33.837,-111.2999,1437
12/22/22,10/22/22,22:11:00,Brooklyn,NY,Changing,Appropriately 35 seconds,Two UFOs seen. HD Video taken with iphone 11,Yes,https://nuforc.org/webreports/reports/172/S172407.html,40.6501,-73.9496,2736074
12/22/22,10/22/22,19:39:00,Westland,MI,Circle,About a monite,I captured it on my ring cam it could be a drone but it looked odd shaped not saying it's an ufo but I couldn't make out what it was,Yes,https://nuforc.org/webreports/reports/172/S172548.html,42.3192,-83.3805,84961
12/22/22,10/22/22,19:30:00,Arlington,TX,Unknown,15 seconds,Green and white lights in the sky in a dark neighborhood.,Yes,https://nuforc.org/webreports/reports/173/S173064.html,32.6998,-97.125,392304
12/22/22,10/22/22,09:20:00,HARTSVILLE,SC,Cylinder,A few minutes,"We could see a bright cylinder shaped object through the trees, a minute after this a jet could be seen flying over...",Yes,https://nuforc.org/webreports/reports/172/S172692.html,34.3675,-80.0829,7565
12/22/22,10/22/22,07:51:00,Chadwick,IL,Cylinder,3min,Early morning sighting,Yes,https://nuforc.org/webreports/reports/172/S172421.html,42.0142,-89.8885,564
12/22/22,10/21/22,13:12:00,Taos,NM,Egg,10 - 15 min,Objects appears to just pop in sight. They move slowly eastward and seem to tilt so that the sun reflects back and forth.,Yes,https://nuforc.org/webreports/reports/172/S172426.html,36.3871,-105.5803,6524
12/22/22,10/20/22,20:22:00,Jacksonville,FL,Cigar,5 minutes,"Cigar shaped craft no sound, bright, nothing carrying it, began to move when I started filming and faded out into thin air",Yes,https://nuforc.org/webreports/reports/172/S172443.html,30.3322,-81.6749,1220191
12/22/22,10/20/22,19:23:00,Katy,TX,Other,2 minutes,A 3D CD object,Yes,https://nuforc.org/webreports/reports/172/S172462.html,29.7905,-95.8353,21926
12/22/22,10/20/22,19:22:00,Mandeville,LA,Rectangle,8 minutes,Formation of lights moving slowly,Yes,https://nuforc.org/webreports/reports/172/S172471.html,30.3751,-90.0904,105097
12/22/22,10/20/22,13:26:00,Reno,NV,Circle,Approximately 2 hours,"Small bright lights appear in the sky, move around, and disappear",Yes,https://nuforc.org/webreports/reports/172/S172448.html,39.5497,-119.8483,463328
12/22/22,10/20/22,13:25:00,Booneville,MS,Cigar,15 mins,"Brightest silver cigar shape, covered & moved slowly, no blinking lights.",Yes,https://nuforc.org/webreports/reports/172/S172477.html,34.6643,-88.5684,8702
12/22/22,10/20/22,02:12:00,Toledo,OH,Light,10 min,This is our second time seeing this bright light,Yes,https://nuforc.org/webreports/reports/172/S172488.html,41.6638,-83.5827,490832
12/22/22,10/18/22,12:53:00,Sheboygan,WI,Triangle,Very brief,Accidentally photographed a UFO when I was taking pictures of the waves,Yes,https://nuforc.org/webreports/reports/173/S173004.html,43.7403,-87.7316,70234
12/22/22,10/18/22,07:25:00,Rancho Palos Verdes,CA,Circle,5 minutes,"Line of 10 black, round objects (each approximately the size of a car) ascending quickly from the ocean to the clouds",Yes,https://nuforc.org/webreports/reports/172/S172425.html,33.7554,-118.3634,42316
12/22/22,10/18/22,05:14:00,Hayden,ID,Circle,Less than 5 minutes,"Saw three bright lights hovering over an open field. Thought they were aircraft at first, but didn't move. Eventually faded/disappeared",Yes,https://nuforc.org/webreports/reports/172/S172433.html,47.768,-116.804,15316
12/22/22,10/17/22,21:58:00,Seattle,WA,Circle,About 5 minutes,This is the second time Ive seen this bright orange dot in the sky.. ((NUFORC Note: Lens flars. PD)),Yes,https://nuforc.org/webreports/reports/172/S172438.html,47.6211,-122.3244,3438221
12/22/22,10/17/22,20:30:00,clearwater,FL,Rectangle,10 minutes,"Bright Multi color lights Huge and Hovering, moving slow, then darted to south quickly out of view",Yes,https://nuforc.org/webreports/reports/172/S172531.html,27.979,-82.7623,116616
12/22/22,10/17/22,19:30:00,Avondale,AZ,Circle,15 minutes,3 lights slowly moving south,Yes,https://nuforc.org/webreports/reports/172/S172465.html,33.3873,-112.3235,254537
12/22/22,10/17/22,15:00:00,Shawnee,KS,Cone,5 minutes,Object woth vapor trail descending for 5 mins woth 2 jets nearby. Wife & I have pics.,Yes,https://nuforc.org/webreports/reports/172/S172535.html,39.0158,-94.8076,67021
12/22/22,10/16/22,20:20:00,Boston,MA,Cylinder,Several minutes,I spotted what I thought was a star but it was moving.,Yes,https://nuforc.org/webreports/reports/172/S172498.html,42.3188,-71.0852,4208580
12/22/22,10/16/22,18:30:00,Paramus,NJ,Oval,On and off for an hour,Captured video of ZIG ZAGGING blinking stars moving sporadically,Yes,https://nuforc.org/webreports/reports/172/S172510.html,40.9455,-74.0712,26650
12/22/22,10/15/22,23:33:00,Beacon,NY,Changing,Non stop,Object in sky,Yes,https://nuforc.org/webreports/reports/172/S172347.html,41.5036,-73.9655,13713
12/22/22,10/15/22,21:18:00,Irving,TX,Changing,,I originally thought it was a Satellite but the later I thought maybe it is possibly a UFO,Yes,https://nuforc.org/webreports/reports/173/S173457.html,32.8583,-96.9702,254184
12/22/22,10/15/22,20:35:00,King,NC,Formation,Only a few seconds.,I pulled up to the intersection at 8:35pm or so and spotted something in the sky for a few seconds then it disappeared.,Yes,https://nuforc.org/webreports/reports/172/S172337.html,36.2769,-80.3566,7258
12/22/22,10/15/22,19:17:00,East Liverpool,OH,Circle,about 3 minutes,"Did not appear to be satellites or lanterns, I've seen those before, never seen anything like these before",Yes,https://nuforc.org/webreports/reports/172/S172332.html,40.6333,-80.5677,10051
12/22/22,10/15/22,14:33:00,Newport,RI,Cone,Not sure; less than 5 min,Cone shaped with tails appearing to be all white light. ((NUFORC Note: Contrail. PD)),Yes,https://nuforc.org/webreports/reports/172/S172338.html,41.4801,-71.3203,25322
12/22/22,10/15/22,13:44:00,Missoula,MT,Other,9 mins approximately,Silver metal boomerang shaped object that moved across the sky and changed shape.,Yes,https://nuforc.org/webreports/reports/172/S172828.html,46.8751,-114.0214,92863
12/22/22,10/15/22,12:52:00,Shoreline,WA,Star,8/22/2022 TO 10/15/2022,"Mother Ship 1st appeared on 8/22/2022. It is a Huge, Bright, Low in the Star. It hovers out here for 4 hours minimum testing.",Yes,https://nuforc.org/webreports/reports/172/S172329.html,47.7564,-122.3426,58213
12/22/22,10/14/22,22:25:00,West Palm Beach,FL,Orb,10 minutes,Blue/Green/Yellow Light Orb emitted their own light-moved close to us for at least 5-10 min. (see video) ((NUFORC:: Lens flare. PD)),Yes,https://nuforc.org/webreports/reports/172/S172357.html,26.7469,-80.132,115877
12/22/22,10/14/22,22:21:00,Jersey City,NJ,Circle,5 minutes,Orange lights. Few moving in 2s together few were scattered,Yes,https://nuforc.org/webreports/reports/172/S172350.html,40.7184,-74.0686,287146
12/22/22,10/14/22,19:41:00,Brandon,MS,Star,5 min,A separated line of star like images crossing like satellites one after the other with one turning north,Yes,https://nuforc.org/webreports/reports/172/S172323.html,32.2778,-89.9896,24887
12/22/22,10/14/22,16:49:00,Carrollton,OH,Circle,Picture,In a field,Yes,https://nuforc.org/webreports/reports/172/S172328.html,40.5787,-81.0907,3186
12/22/22,10/14/22,01:52:00,Coquille,OR,Orb,5+ mins,"I was testing a camera app called hydra on my phone and shot three pictures, the first and third both had odd anomalies",Yes,https://nuforc.org/webreports/reports/173/S173396.html,43.1802,-124.1841,3998
12/22/22,10/12/22,18:50:00,Rogers,AR,Orb,15,Shining Metallic Solid Orb,Yes,https://nuforc.org/webreports/reports/172/S172653.html,36.317,-94.1531,68340
12/22/22,10/12/22,06:00:00,Simpsonville,SC,Light,10 seconds,"It was there in a circle of clouds, odd cloud formation like an intense bright light",Yes,https://nuforc.org/webreports/reports/172/S172872.html,34.7287,-82.2569,23190
12/22/22,10/11/22,22:18:00,Farmington,NM,Circle,5 Minutes,Blob of light slowly moving,Yes,https://nuforc.org/webreports/reports/172/S172307.html,36.7555,-108.1823,46696
12/22/22,10/10/22,06:49:00,St Augustine,FL,Triangle,30 seconds,Filmed lights,Yes,https://nuforc.org/webreports/reports/172/S172484.html,29.8976,-81.31,78386
12/22/22,10/10/22,04:00:00,Wyomissing,PA,Circle,Approximately 60 mins,Seen during full moon. Eventually moved out of sight,Yes,https://nuforc.org/webreports/reports/172/S172298.html,40.3317,-75.9703,11026
12/22/22,10/08/22,21:00:00,Bear,DE,Orb,3 minutes,"There were bright orange, orb looking objects moving through the sky that looked very odd and out of the ordinary.",Yes,https://nuforc.org/webreports/reports/172/S172263.html,39.6189,-75.6808,21625
12/22/22,10/07/22,20:15:00,Merrill,WI,Changing,10 minutes,"Low steady, ambersih, lights flying in a very slow straight line. At a point, they would make a hard turn up and away.",Yes,https://nuforc.org/webreports/reports/172/S172534.html,45.182,-89.6994,9344
12/22/22,10/07/22,20:15:00,Egg harbor,WI,Orb,Unknown,Took a picture of the moon and to the left noticed a blue sphere and a black tail,Yes,https://nuforc.org/webreports/reports/173/S173259.html,45.0528,-87.2826,298
12/22/22,10/07/22,19:49:00,New Albany,OH,Triangle,5min,Triangle with red lights,Yes,https://nuforc.org/webreports/reports/172/S172502.html,40.0809,-82.7848,10962
12/22/22,10/06/22,20:00:00,Louisville,KY,Other,"2 acts: 1s 3-4 min, 2 unk","2 ufos, 2 different locations, 2 different people groups saw, same shapes, different sizes, different days, few miles apart in Lou. Ky",Yes,https://nuforc.org/webreports/reports/172/S172942.html,38.1663,-85.6485,1022630
12/22/22,10/05/22,12:19:00,Nashville,TN,Triangle,,possible UFO,Yes,https://nuforc.org/webreports/reports/172/S172541.html,36.1715,-86.7842,1098486
12/22/22,10/04/22,18:45:00,Lake Charles,LA,Cigar,About 3 minutes,"Brown, fast-moving object seen weaving through air.",Yes,https://nuforc.org/webreports/reports/172/S172490.html,30.201,-93.2111,150036
12/22/22,10/04/22,07:49:00,Clemson,SC,Light,,Taking photo of sunrise and noticed the strange object of light in the upper center of the picture.,Yes,https://nuforc.org/webreports/reports/172/S172733.html,34.6837,-82.8124,17238
12/22/22,10/03/22,22:00:00,Honor,MI,Orb,1-2 minutes,"Large Orb like Circle of light, no sound, no tails, High above tall trees moving east and over Little Platte Lake in straight line fast",Yes,https://nuforc.org/webreports/reports/172/S172495.html,44.6666,-86.0201,173
12/22/22,10/02/22,19:43:00,Browns mills,NJ,Triangle,1 min,Flying in sky like a row of lights than turning in mid air like a rotation than flipping upwards and zooming up,Yes,https://nuforc.org/webreports/reports/172/S172254.html,39.9737,-74.569,10053
12/22/22,10/01/22,18:40:00,Gulf Shores,AL,Oval,5 seconds,Object spotted on slow motion video.,Yes,https://nuforc.org/webreports/reports/172/S172244.html,30.2764,-87.7017,14712
12/22/22,09/30/22,20:36:00,Flora,IL,Circle,About 2 mins,They were little balls of bright orange light traveling signal file in a line,Yes,https://nuforc.org/webreports/reports/172/S172991.html,38.6688,-88.4758,4798
12/22/22,09/24/22,17:28:00,San Diego,CA,Cylinder,3 minutes,"Lone orb hovering over baseball field, Second UAP caught",Yes,https://nuforc.org/webreports/reports/172/S172514.html,32.8313,-117.1222,3084174
12/22/22,09/24/22,15:30:00,Clearwater,FL,Cone,not sure,I didn't see it until I looked at pictures ... I saw rainbow and strange opening in clouds so took pictures,Yes,https://nuforc.org/webreports/reports/172/S172529.html,27.979,-82.7623,116616
12/22/22,09/23/22,05:38:00,Lewiston,ID,Circle,Spanning across weeks,I saw one circular object that seemed to reflect light around the same time every morning for a few weeks.,Yes,https://nuforc.org/webreports/reports/173/S173076.html,46.3934,-116.9933,33964
12/22/22,09/20/22,23:06:00,Lincoln,NE,Changing,From 11pm to 5am,"Watched 20 or more bright star like objects shapeshift, zig zag while looked at was night fishing. Saw them all night and many since",Yes,https://nuforc.org/webreports/reports/173/S173095.html,40.8099,-96.6784,289136
12/22/22,09/19/22,18:50:00,Champaign,IL,Egg,About 1 minute,Was standing on my porch and looked up and saw this egg/cigar shaped bright object slowly moving across the sky. No sound no wings.,Yes,https://nuforc.org/webreports/reports/173/S173417.html,40.1142,-88.2737,153278
12/22/22,09/10/22,20:00:00,Skykomish,WA,Orb,3 minutes,Red orb photographed slowly moving west at about 300',Yes,https://nuforc.org/webreports/reports/172/S172615.html,47.7104,-121.3584,104
12/22/22,09/08/22,06:24:00,Griffin,GA,Unknown,1 1/2 hours,I zoomed in on the picture & captured the real image that was hovering over the neighborhood.,Yes,https://nuforc.org/webreports/reports/172/S172274.html,33.2418,-84.2748,23300
12/22/22,08/29/22,19:00:00,Pittsburgh,PA,Cigar,a few minutes,"I saw a disc in my backyard (see pic), then my neighbor and I saw oblong ufo (see video).",Yes,https://nuforc.org/webreports/reports/172/S172428.html,40.4397,-79.9763,1720279
12/22/22,08/28/22,09:32:00,Toledo,OH,Cigar,2-4 minutes,Solid black no wings or tail fin. Seen while flying from Philadelphia to Las Vegas I have a 12 second video,Yes,https://nuforc.org/webreports/reports/172/S172651.html,41.6638,-83.5827,490832
12/22/22,08/26/22,21:45:00,Long Beach,CA,Changing,2 min 45 seconds video,An impressive spacecraft with smaller vessels landing on and departing from it.,Yes,https://nuforc.org/webreports/reports/172/S172504.html,33.7977,-118.167,466565
12/22/22,08/24/22,23:34:00,Crawfordsville,IN,Cross,5 minutes,"Was taking night time pictures of the illuminated sky over Crawfordsville, Indiana upon reviewing pictures notice multiple UFO's",Yes,https://nuforc.org/webreports/reports/172/S172449.html,40.0428,-86.8976,16279
12/22/22,08/10/22,04:35:00,Grand Rapids,MI,Rectangle,2-4 minutes,Shimmery rectangle bar of light began to move across the sky. Moved fast and faded to nothingness.,Yes,https://nuforc.org/webreports/reports/172/S172415.html,42.9619,-85.6562,604311
12/22/22,07/22/22,21:19:00,Dansville,NY,Unknown,,Ufo sighting,Yes,https://nuforc.org/webreports/reports/172/S172810.html,42.5625,-77.6968,4620
12/22/22,07/20/22,16:50:00,Anchorage,AK,Cylinder,Its save in my computer,"We was looking out our window taking picture of the clouds because of the colors. Then this huge ufo appeared, You can see a wormhole",Yes,https://nuforc.org/webreports/reports/173/S173021.html,61.1508,-149.1091,292545
12/22/22,07/14/22,21:45:00,Bowling Green,KY,Other,Ongoing,Many lights appeared behind my house and other homes in the neighborhood after an orb appeared in the sky the night before.,Yes,https://nuforc.org/webreports/reports/173/S173123.html,36.9716,-86.4378,98537
12/22/22,07/11/22,11:52:00,Snohomish,WA,Circle,At least 3 minutes,Saw a roundish light object in the sky,Yes,https://nuforc.org/webreports/reports/172/S172611.html,47.9276,-122.0969,10091
12/22/22,07/10/22,00:34:00,Eugene,OR,Fireball,At least 10 mins,Glowing orb like fireball hovering in the sky.,Yes,https://nuforc.org/webreports/reports/173/S173432.html,44.0564,-123.1174,273904
12/22/22,07/09/22,00:43:00,Pittsburgh,PA,Other,15 mins,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,Yes,https://nuforc.org/webreports/reports/172/S172899.html,40.4397,-79.9763,1720279
12/22/22,07/03/22,22:01:00,Oklahoma City,OK,Cone,,"It was almost triangle but it was not and it had yellow lights going down four sides, I have a picture",Yes,https://nuforc.org/webreports/reports/172/S172311.html,35.4676,-97.5136,994284
12/22/22,06/24/22,20:37:00,Ronkonkoma,NY,Changing,14 seconds,I observed a shape shifting object fly at 70 feet off the ground . Started off as a 5 piece triangle morphed into spear like shape.,Yes,https://nuforc.org/webreports/reports/173/S173444.html,40.8037,-73.1246,18775
12/22/22,06/13/22,22:31:00,Silverdale,WA,Circle,2 minutes,"We were reviewing some photos taken couple months ago,",Yes,https://nuforc.org/webreports/reports/172/S172419.html,47.6663,-122.6828,21301
12/22/22,06/12/22,23:55:00,Splendora,TX,Unknown,3 minutes,I didnt know I even took pictures of it until. ((NUFORCNote: Lens flare. PD)),Yes,https://nuforc.org/webreports/reports/173/S173107.html,30.2324,-95.1616,1919
12/22/22,06/06/22,21:07:00,Bolingbrook,IL,Oval,3 minutes,Looked like they were in to enter a capsule,Yes,https://nuforc.org/webreports/reports/172/S172954.html,41.6901,-88.1021,73807
12/22/22,05/20/22,10:40:00,South Bend,IN,Rectangle,5-10 seconds max,I sighted an unusual flying object passing by my home that is unexplained.,Yes,https://nuforc.org/webreports/reports/172/S172932.html,41.6767,-86.2696,290915
12/22/22,05/12/22,16:51:00,San Rafael,CA,Egg,16 seconds,UFO appears to consciously avoid being filmed from afar?,Yes,https://nuforc.org/webreports/reports/172/S172365.html,37.9905,-122.5221,61158
12/22/22,03/25/22,13:31:00,Bristol,CT,Egg,1-2 minutes,I witnessed an egg shaped object flying across the sky.,Yes,https://nuforc.org/webreports/reports/172/S172721.html,41.6812,-72.9407,60733
12/22/22,03/15/22,20:53:00,Lehi,UT,Light,1 Minute 22 seconds,"3 lights in formation, odd movements",Yes,https://nuforc.org/webreports/reports/172/S172591.html,40.4136,-111.8725,73911
